"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality" "colour"
"5473" 7.6 0.37 0.51 11.7 0.094 58 181 0.99776 2.91 0.51 9 5 "white"
"5476" 6.1 0.22 0.28 16.55 0.059 54 135 0.99665 3.2 0.38 10.5 5 "white"
"5478" 6.5 0.35 0.31 10.2 0.069 58 170 0.99692 3.18 0.49 9.4 5 "white"
"5487" 7.2 0.24 0.36 2 0.029 21 63 0.99076 3.13 0.63 12.5 6 "white"
"5503" 5.8 0.27 0.26 3.5 0.071 26 69 0.98994 3.1 0.38 11.5 6 "white"
"5505" 6.5 0.33 0.3 3.8 0.036 34 88 0.99028 3.25 0.63 12.5 7 "white"
"5511" 7.2 0.23 0.82 1.3 0.149 70 109 0.99304 2.93 0.42 9.2 6 "white"
"5513" 7.2 0.25 0.32 1.5 0.054 24 105 0.99154 3.17 0.48 11.1 6 "white"
"5514" 6.2 0.39 0.24 4.8 0.037 45 138 0.99174 3.23 0.43 11.2 7 "white"
"5521" 7.3 0.36 0.34 14.8 0.057 46 173 0.99751 3.14 0.57 10.2 5 "white"
"5527" 6.5 0.22 0.31 3.9 0.046 17 106 0.99098 3.15 0.31 11.5 5 "white"
"5528" 6.6 0.32 0.47 15.6 0.063 27 173 0.99872 3.18 0.56 9 5 "white"
"5542" 7.2 0.23 0.39 1.5 0.053 26 106 0.99166 3.18 0.47 11.1 6 "white"
"5545" 6.2 0.27 0.32 6.3 0.048 47 159 0.99282 3.21 0.6 11 6 "white"
"5546" 6 0.3 0.33 2.1 0.042 31 127 0.98964 3.32 0.42 12.5 6 "white"
"5548" 5.7 0.14 0.3 5.4 0.045 26 105 0.99469 3.32 0.45 9.3 5 "white"
"5549" 6.9 0.4 0.37 8.9 0.053 36 148 0.996 3.16 0.5 9.3 5 "white"
"5551" 6.3 0.33 0.2 17.9 0.066 36 161 0.9991 3.14 0.51 8.8 5 "white"
"5559" 5.6 0.185 0.19 7.1 0.048 36 110 0.99438 3.26 0.41 9.5 6 "white"
"5561" 7.6 0.39 0.46 11.7 0.084 55 170 0.99773 2.91 0.51 9 5 "white"
"5565" 7.3 0.38 0.23 6.5 0.05 18 102 0.99304 3.1 0.55 11.2 4 "white"
"5568" 6.5 0.29 0.52 7.9 0.049 35 192 0.99551 3.16 0.51 9.5 6 "white"
"5571" 6.4 0.17 0.3 2.8 0.034 33 125 0.99152 3.03 0.49 10.4 6 "white"
"5573" 6.3 0.27 0.51 7.6 0.049 35 200 0.99548 3.16 0.54 9.4 4 "white"
"5575" 6.1 0.24 0.26 1.7 0.033 61 134 0.9903 3.19 0.81 11.9 7 "white"
"5579" 6.5 0.29 0.52 1.7 0.034 41 193 0.99223 3.25 0.59 10.4 6 "white"
"5584" 7 0.32 0.29 7.6 0.025 35 124 0.99162 3.15 0.65 12.8 7 "white"
"5585" 6.8 0.11 0.27 8.6 0.044 45 104 0.99454 3.2 0.37 9.9 6 "white"
"5601" 6.4 0.25 0.57 1 0.062 21 122 0.99238 3 0.4 9.5 5 "white"
"5612" 6.4 0.24 0.49 5.8 0.053 25 120 0.9942 3.01 0.98 10.5 6 "white"
"5626" 7.6 0.19 0.37 13.1 0.033 52 151 0.99726 3.18 0.79 10.4 6 "white"
"5629" 6.1 0.28 0.3 7.75 0.031 33 139 0.99296 3.22 0.46 11 6 "white"
"5636" 7.3 0.33 0.22 1.4 0.041 40 177 0.99287 3.14 0.48 9.9 5 "white"
"5638" 6.4 0.29 0.57 1 0.06 15 120 0.9924 3.06 0.41 9.5 5 "white"
"5644" 7.4 0.16 0.27 15.5 0.05 25 135 0.9984 2.9 0.43 8.7 7 "white"
"5651" 6.8 0.3 0.27 11.6 0.028 22 97 0.99314 2.96 0.38 11.7 6 "white"
"5656" 6.5 0.43 0.18 13.15 0.032 25 131 0.99565 3.23 0.51 10.7 5 "white"
"5658" 6.9 0.19 0.35 13.5 0.038 49 118 0.99546 3 0.63 10.7 6 "white"
"5663" 6.1 0.17 0.21 1.9 0.09 44 130 0.99255 3.07 0.41 9.7 5 "white"
"5682" 5.9 0.23 0.28 8.6 0.046 37 142 0.99432 3.23 0.53 10.6 6 "white"
"5685" 7.4 0.26 0.29 3.7 0.048 14 73 0.9915 3.06 0.45 11.4 6 "white"
"5688" 7.3 0.25 0.27 3.8 0.047 16 79 0.99173 3.07 0.46 11.3 6 "white"
"5691" 6.4 0.14 0.28 7.9 0.057 21 82 0.99425 3.26 0.36 10 6 "white"
"5694" 6.4 0.25 0.28 4.9 0.03 29 98 0.99024 3.09 0.58 12.8 7 "white"
"5697" 6.4 0.14 0.28 7.9 0.057 21 82 0.99425 3.26 0.36 10 6 "white"
"5700" 6.3 0.29 0.23 14.2 0.037 24 99 0.99528 3.08 0.38 10.6 6 "white"
"5703" 5.7 0.31 0.28 4.1 0.03 22 86 0.99062 3.31 0.38 11.7 7 "white"
"5711" 5.5 0.21 0.25 1.2 0.04 18 75 0.99006 3.31 0.56 11.3 6 "white"
"5714" 7.5 0.21 0.29 1.5 0.046 35 107 0.99123 3.15 0.45 11.3 6 "white"
"5718" 6.5 0.43 0.31 3.6 0.046 19 143 0.99022 3.15 0.34 12 8 "white"
"5723" 6.6 0.44 0.32 3 0.095 13 75 0.98954 3.1 0.63 12.8 6 "white"
"5730" 6.8 0.29 0.32 1.8 0.032 18 130 0.99095 3.05 0.62 11.2 6 "white"
"5736" 5.9 0.65 0.23 5 0.035 20 128 0.99016 3.46 0.48 12.8 6 "white"
"5738" 6.6 0.23 0.32 1.5 0.041 8 72 0.98949 3.22 0.39 12.7 6 "white"
"5741" 6.8 0.28 0.29 11.9 0.052 51 149 0.99544 3.02 0.58 10.4 6 "white"
"5745" 6.8 0.26 0.29 11.9 0.052 54 160 0.99546 3.03 0.58 10.4 6 "white"
"5750" 7.6 0.48 0.31 9.4 0.046 6 194 0.99714 3.07 0.61 9.4 5 "white"
"5754" 6.2 0.32 0.5 6.5 0.048 61 186 0.9948 3.19 0.45 9.6 5 "white"
"5760" 7.4 0.16 0.3 13.7 0.056 33 168 0.99825 2.9 0.44 8.7 7 "white"
"5765" 6.6 0.22 0.35 1.4 0.05 23 83 0.99019 3.17 0.48 12 7 "white"
"5767" 6.3 0.17 0.32 1 0.04 39 118 0.98886 3.31 0.4 13.1 8 "white"
"5768" 6 0.19 0.26 1.4 0.039 30 104 0.98998 3.32 0.41 12.4 6 "white"
"5771" 6.6 0.22 0.37 1.6 0.04 31 101 0.99009 3.15 0.66 12 5 "white"
"5773" 7.1 0.34 0.86 1.4 0.174 36 99 0.99288 2.92 0.5 9.3 5 "white"
"5775" 6.9 0.35 0.39 2.4 0.048 25 157 0.99133 3.2 0.54 11.1 7 "white"
"5776" 6.8 0.24 0.33 3.2 0.049 68 161 0.99324 3.1 0.69 10.2 6 "white"
"5780" 6.5 0.31 0.61 13 0.053 31 123 0.99708 3.09 0.5 9.3 6 "white"
"5783" 6.2 0.3 0.3 2.5 0.041 29 82 0.99065 3.31 0.61 11.8 7 "white"
"5784" 6.4 0.33 0.28 4 0.04 24 81 0.9903 3.26 0.64 12.6 7 "white"
"5788" 5.3 0.33 0.3 1.2 0.048 25 119 0.99045 3.32 0.62 11.3 6 "white"
"5793" 8.1 0.27 0.33 1.3 0.045 26 100 0.99066 2.98 0.44 12.4 6 "white"
"5796" 5.8 0.22 0.29 1.3 0.036 25 68 0.98865 3.24 0.35 12.6 6 "white"
"5797" 6.3 0.3 0.48 7.4 0.053 34 149 0.99472 3.18 0.53 9.8 5 "white"
"5806" 5.9 0.32 0.2 14.4 0.05 29 144 0.99666 3.24 0.41 10.3 6 "white"
"5808" 5.6 0.23 0.29 3.1 0.023 19 89 0.99068 3.25 0.51 11.2 6 "white"
"5816" 7 0.44 0.24 12.1 0.056 68 210 0.99718 3.05 0.5 9.5 5 "white"
"5818" 8 0.33 0.32 4.6 0.041 31 180 0.99184 2.92 0.74 12.2 6 "white"
"5823" 5.3 0.43 0.11 1.1 0.029 6 51 0.99076 3.51 0.48 11.2 4 "white"
"5824" 5.4 0.22 0.35 6.5 0.029 26 87 0.99092 3.29 0.44 12.5 7 "white"
"5827" 5.2 0.2 0.27 3.2 0.047 16 93 0.99235 3.44 0.53 10.1 7 "white"
"5835" 6.4 0.29 0.18 15 0.04 21 116 0.99736 3.14 0.5 9.2 5 "white"
"5838" 6.4 0.29 0.18 15 0.04 21 116 0.99736 3.14 0.5 9.2 5 "white"
"5842" 5.9 0.22 0.29 4.2 0.037 69 144 0.99214 3.13 0.74 10.8 7 "white"
"5845" 7.6 0.35 0.47 13.3 0.037 42 116 0.99822 3.04 0.5 9.2 5 "white"
"5846" 5.7 0.18 0.26 2.2 0.023 21 95 0.9893 3.07 0.54 12.3 6 "white"
"5848" 5.9 0.14 0.2 1.6 0.04 26 114 0.99105 3.25 0.45 11.4 6 "white"
"5858" 5.8 0.3 0.23 1.5 0.034 37 121 0.98871 2.96 0.34 12.1 6 "white"
"5862" 6.9 0.52 0.54 7.9 0.036 23 169 0.99267 3.26 0.47 12.2 6 "white"
"5867" 6 0.29 0.27 2.3 0.044 20 117 0.9895 3.31 0.41 12.7 7 "white"
"5868" 5.7 0.22 0.29 3.5 0.04 27 146 0.98999 3.17 0.36 12.1 6 "white"
"5870" 6.6 0.21 0.3 9.9 0.041 64 174 0.995 3.07 0.5 10.1 6 "white"
"5886" 6 0.2 0.26 6.8 0.049 22 93 0.9928 3.15 0.42 11 6 "white"
"5887" 7.6 0.28 0.17 1.6 0.046 28 117 0.99288 3.08 0.43 10 5 "white"
"5893" 7.2 0.21 0.36 15.7 0.045 68 183 0.99922 3.25 0.76 9.4 5 "white"
"5896" 6.9 0.22 0.32 5.8 0.041 20 119 0.99296 3.17 0.55 11.2 6 "white"
"5908" 6.2 0.26 0.29 2 0.036 16 87 0.99081 3.33 0.61 11.8 6 "white"
"5909" 6.6 0.34 0.25 4.8 0.038 16 121 0.99198 3.36 0.71 12.6 6 "white"
"5911" 7.1 0.23 0.28 1.9 0.046 33 103 0.98997 3.12 0.31 12 5 "white"
"5926" 7.4 0.38 0.34 8.3 0.052 44 168 0.99627 3.11 0.52 9.2 5 "white"
"5927" 6.4 0.24 0.26 8.2 0.054 47 182 0.99538 3.12 0.5 9.5 5 "white"
"5941" 7.4 0.27 0.52 15.7 0.054 36 139 0.99788 3.04 0.62 10.0333333333333 6 "white"
"5942" 5.7 0.28 0.35 1.2 0.052 39 141 0.99108 3.44 0.69 11.3 6 "white"
"5944" 6.7 0.27 0.69 1.2 0.176 36 106 0.99288 2.96 0.43 9.2 6 "white"
"5962" 6.2 0.24 0.27 2.9 0.039 30 123 0.98959 3.12 0.37 12.8 6 "white"
"5970" 6.5 0.22 0.19 4.5 0.096 16 115 0.9937 3.02 0.44 9.6 5 "white"
"5971" 7 0.23 0.28 2.7 0.053 16 92 0.99372 3.18 0.56 9.3 5 "white"
"5978" 6.5 0.315 0.2 6.6 0.041 9 126 0.99494 2.94 0.51 8.8 5 "white"
"5994" 6.3 0.2 0.26 12.7 0.046 60 143 0.99526 3.26 0.35 10.8 6 "white"
"6003" 5.2 0.22 0.46 6.2 0.066 41 187 0.99362 3.19 0.42 9.73333333333333 5 "white"
"6010" 5.7 0.24 0.47 6.3 0.069 35 182 0.99391 3.11 0.46 9.73333333333333 5 "white"
"6021" 6.6 0.22 0.23 17.3 0.047 37 118 0.99906 3.08 0.46 8.8 6 "white"
"6022" 6.2 0.22 0.28 2.2 0.04 24 125 0.9917 3.19 0.48 10.5 6 "white"
"6025" 6.1 0.22 0.5 6.6 0.045 30 122 0.99415 3.22 0.49 9.9 6 "white"
"6027" 6.3 0.32 0.26 12.3 0.044 24 205 0.99611 3.11 0.58 9.9 5 "white"
"6034" 7.2 0.24 0.24 1.7 0.045 18 161 0.99196 3.25 0.53 11.2 6 "white"
"6036" 6.7 0.28 0.28 4.5 0.051 14 92 0.99224 3.36 0.58 11.9 6 "white"
"6037" 6.5 0.29 0.3 9.15 0.051 25 166 0.99339 3.24 0.56 11.35 6 "white"
"6039" 7.2 0.47 0.16 5.9 0.048 14 125 0.99428 3.09 0.49 9.8 5 "white"
"6040" 6.7 0.34 0.31 16.4 0.051 20 146 0.99834 3.06 0.54 9.1 5 "white"
"6042" 6.7 0.34 0.31 16.4 0.051 20 146 0.99834 3.06 0.54 9.1 5 "white"
"6054" 6.6 0.18 0.26 17.3 0.051 17 149 0.9984 3 0.43 9.4 6 "white"
"6055" 6 0.28 0.29 19.3 0.051 36 174 0.99911 3.14 0.5 9 5 "white"
"6058" 6.6 0.35 0.26 2.7 0.045 19 129 0.98952 3.24 0.48 13 7 "white"
"6059" 5.9 0.22 0.18 6.4 0.041 28 120 0.99403 3.27 0.5 9.9 5 "white"
"6064" 6.6 0.26 0.56 15.4 0.053 32 141 0.9981 3.11 0.49 9.3 5 "white"
"6071" 6.2 0.2 0.28 1.1 0.039 24 78 0.9899 3.36 0.47 12.1 6 "white"
"6076" 6 0.2 0.38 1.3 0.034 37 104 0.98865 3.11 0.52 12.7 6 "white"
"6079" 6 0.555 0.26 4.5 0.053 17 126 0.9943 3.24 0.46 9.1 5 "white"
"6084" 5.8 0.555 0.26 4.5 0.053 17 126 0.9943 3.24 0.46 9.1 5 "white"
"6091" 6.1 0.28 0.23 4.2 0.038 13 95 0.98898 2.97 0.7 13.1 6 "white"
"6094" 7.5 0.24 0.29 1.1 0.046 34 84 0.9902 3.04 0.39 11.45 6 "white"
"6095" 6.8 0.23 0.39 16.1 0.053 71 194 0.9988 3.18 0.64 10.2 6 "white"
"6101" 6.6 0.54 0.21 16.3 0.055 41 182 0.9986 3.35 0.54 10.4 6 "white"
"6105" 6.4 0.28 0.23 6 0.051 50 162 0.994 3.15 0.52 10.2 5 "white"
"6111" 6.1 0.27 0.32 1.1 0.034 24 110 0.9898 3.36 0.4 12.5 6 "white"
"6112" 6.1 0.27 0.32 1.1 0.034 24 110 0.9898 3.36 0.4 12.5 6 "white"
"6115" 7.1 0.28 0.26 2.8 0.039 50 118 0.9908 3.06 0.59 11.2 6 "white"
"6116" 6.2 0.32 0.32 2.2 0.036 15 70 0.9899 3.16 0.48 12.7 6 "white"
"6123" 6.7 0.18 0.25 14.3 0.048 79 149 0.9975 3.12 0.37 9.7 5 "white"
"6134" 6.4 0.24 0.27 1.5 0.04 35 105 0.98914 3.13 0.3 12.4 6 "white"
"6138" 7.1 0.09 0.3 6.2 0.032 24 134 0.993 2.99 0.39 10.9 6 "white"
"6140" 5.8 0.28 0.3 3.9 0.026 36 105 0.98963 3.26 0.58 12.75 6 "white"
"6142" 6.9 0.28 0.37 9.1 0.037 16 76 0.9948 3.05 0.54 11.1 5 "white"
"6143" 6.9 0.28 0.37 9.1 0.037 16 76 0.9948 3.05 0.54 11.1 5 "white"
"6144" 5.8 0.28 0.3 3.9 0.026 36 105 0.98963 3.26 0.58 12.75 6 "white"
"6151" 7 0.23 0.32 1.8 0.048 25 113 0.9915 3.11 0.47 11.1 6 "white"
"6154" 6 0.23 0.34 1.3 0.025 23 111 0.98961 3.36 0.37 12.7 6 "white"
"6157" 6.1 0.37 0.46 12 0.042 61 210 0.997 3.17 0.59 9.7 6 "white"
"6162" 5.6 0.18 0.3 10.2 0.028 28 131 0.9954 3.49 0.42 10.8 7 "white"
"6168" 6.4 0.3 0.27 4.4 0.055 17 135 0.9925 3.23 0.44 12.2 6 "white"
"6173" 6.8 0.32 0.23 3.3 0.026 31 99 0.9896 3.1 0.4 12.4 6 "white"
"6178" 4.8 0.13 0.32 1.2 0.042 40 98 0.9898 3.42 0.64 11.8 7 "white"
"6180" 5.7 0.2 0.24 13.8 0.047 44 112 0.99837 2.97 0.66 8.8 6 "white"
"6182" 6.3 0.37 0.51 6.3 0.048 35 146 0.9943 3.1 1.01 10.5 6 "white"
"6186" 5.4 0.29 0.38 1.2 0.029 31 132 0.98895 3.28 0.36 12.4 6 "white"
"6191" 7 0.33 0.78 9.9 0.042 21 251 0.99435 3.01 0.55 11 6 "white"
"6194" 5.8 0.42 0.3 2.2 0.035 26 129 0.989 3.32 0.47 12.9 6 "white"
"6198" 6.5 0.36 0.31 13.55 0.053 20 113 0.99544 3.2 0.56 11 6 "white"
"6199" 6.5 0.16 0.33 1 0.027 23 75 0.9908 3.3 0.39 11.4 7 "white"
"6204" 6.8 0.38 0.29 9.9 0.037 40 146 0.99326 3.11 0.37 11.5 6 "white"
"6205" 6.5 0.29 0.32 3 0.036 38 93 0.9906 3.16 0.59 12 6 "white"
"6217" 5.2 0.5 0.18 2 0.036 23 129 0.98949 3.36 0.77 13.4 7 "white"
"6222" 6.5 0.5 0.22 4.1 0.036 35 131 0.9902 3.26 0.55 13 7 "white"
"6224" 6.4 0.4 0.25 4.2 0.032 15 91 0.98988 3.26 0.52 13.1 6 "white"
"6232" 6.3 0.3 0.91 8.2 0.034 50 199 0.99394 3.39 0.49 11.7 6 "white"
"6236" 6.5 0.51 0.25 1.7 0.048 39 177 0.99212 3.28 0.57 10.5666666666667 5 "white"
"6241" 6.6 0.26 0.36 1.2 0.035 43 126 0.99094 3.01 0.63 11.4 6 "white"
"6252" 6.1 0.38 0.47 1.4 0.051 59 210 0.99309 3.24 0.5 9.6 5 "white"
"6258" 7.1 0.43 0.25 2.8 0.036 43 132 0.98975 3.21 0.47 13.4 6 "white"
"6259" 6.6 0.25 0.25 1.3 0.04 28 85 0.98984 2.87 0.48 11.2 6 "white"
"6265" 7.3 0.17 0.36 8.2 0.028 44 111 0.99272 3.14 0.41 12.4 6 "white"
"6276" 6.5 0.25 0.32 9.9 0.045 41 128 0.99636 3.18 0.52 9.6 6 "white"
"6284" 6 0.24 0.34 1 0.036 52 184 0.99097 3.44 0.44 11.45 6 "white"
"6286" 6.8 0.63 0.04 1.3 0.058 25 133 0.99271 3.17 0.39 10.2 4 "white"
"6293" 6.7 0.16 0.32 12.5 0.035 18 156 0.99666 2.88 0.36 9 6 "white"
"6298" 7 0.27 0.74 1.3 0.173 34 121 0.99334 3.04 0.46 9.2 6 "white"
"6311" 5.4 0.205 0.16 12.55 0.051 31 115 0.99564 3.4 0.38 10.8 6 "white"
"6315" 6.7 0.15 0.32 7.9 0.034 17 81 0.99512 3.29 0.31 10 6 "white"
"6318" 5.2 0.24 0.15 7.1 0.043 32 134 0.99378 3.24 0.48 9.9 6 "white"
"6320" 6.6 0.27 0.32 1.3 0.044 18 93 0.99044 3.11 0.56 12.25 5 "white"
"6325" 6.9 0.31 0.33 12.7 0.038 33 116 0.9954 3.04 0.65 10.4 6 "white"
"6328" 7.2 0.21 0.31 10.5 0.035 36 122 0.99478 3.12 0.4 10.6 6 "white"
"6333" 5.2 0.185 0.22 1 0.03 47 123 0.99218 3.55 0.44 10.15 6 "white"
"6348" 6.1 0.34 0.24 18.35 0.05 33 184 0.99943 3.12 0.61 9.3 5 "white"
"6354" 6.4 0.19 0.35 10.2 0.043 40 106 0.99632 3.16 0.5 9.7 6 "white"
"6355" 6.6 0.29 0.73 2.2 0.027 21 92 0.99 3.12 0.48 12.4 6 "white"
"6361" 6.2 0.15 0.27 11 0.035 46 116 0.99602 3.12 0.38 9.1 6 "white"
"6363" 5.3 0.4 0.25 3.9 0.031 45 130 0.99072 3.31 0.58 11.75 7 "white"
"6364" 5.9 0.26 0.29 5.4 0.046 34 116 0.99224 3.24 0.41 11.4 6 "white"
"6366" 6.4 0.32 0.25 5 0.055 28 138 0.99171 3.27 0.5 12.4 8 "white"
"6378" 5.8 0.315 0.19 19.4 0.031 28 106 0.99704 2.97 0.4 10.55 6 "white"
"6380" 5.8 0.3 0.09 6.3 0.042 36 138 0.99382 3.15 0.48 9.7 5 "white"
"6388" 6.4 0.31 0.31 12.9 0.045 55 161 0.99546 3.02 0.59 10.2 5 "white"
"6389" 5.5 0.62 0.33 1.7 0.037 24 118 0.98758 3.15 0.39 13.55 6 "white"
"6392" 4.7 0.785 0 3.4 0.036 23 134 0.98981 3.53 0.92 13.8 6 "white"
"6393" 6 0.31 0.32 7.4 0.175 47 159 0.9952 3.19 0.5 9.4 6 "white"
"6396" 6.4 0.105 0.29 1.1 0.035 44 140 0.99142 3.17 0.55 10.7 7 "white"
"6397" 5.7 0.33 0.32 1.4 0.043 28 93 0.9897 3.31 0.5 12.3 6 "white"
"6400" 6 0.2 0.33 1.1 0.039 45 126 0.99051 3.31 0.45 11.6 7 "white"
"6404" 6 0.35 0.46 0.9 0.033 9 65 0.98934 3.24 0.35 12.1 4 "white"
"6413" 5.8 0.36 0.5 1 0.127 63 178 0.99212 3.1 0.45 9.7 5 "white"
"6417" 5.8 0.385 0.25 3.7 0.031 38 122 0.99128 3.2 0.63 11.2 6 "white"
"6442" 6.2 0.28 0.57 1 0.043 50 92 0.99004 3.17 0.36 11.5 6 "white"
"6444" 4.8 0.29 0.23 1.1 0.044 38 180 0.98924 3.28 0.34 11.9 6 "white"
"6455" 7.1 0.23 0.39 13.7 0.058 26 172 0.99755 2.9 0.46 9 6 "white"
"6464" 6 0.41 0.23 1.1 0.066 22 148 0.99266 3.3 0.47 9.63333333333333 5 "white"
"6472" 6 0.42 0.41 12.4 0.032 50 179 0.99622 3.14 0.6 9.7 5 "white"
"6477" 5.9 0.54 0 0.8 0.032 12 82 0.99286 3.25 0.36 8.8 5 "white"
"6481" 5 0.235 0.27 11.75 0.03 34 118 0.9954 3.07 0.5 9.4 6 "white"
"6489" 4.9 0.235 0.27 11.75 0.03 34 118 0.9954 3.07 0.5 9.4 6 "white"
"6490" 6.1 0.34 0.29 2.2 0.036 25 100 0.98938 3.06 0.44 11.8 6 "white"
"6492" 6.5 0.23 0.38 1.3 0.032 29 112 0.99298 3.29 0.54 9.7 5 "white"
"6496" 5.5 0.29 0.3 1.1 0.022 20 110 0.98869 3.34 0.38 12.8 7 "white"
